year,month,rank,net_worth,last_name,first_name,full_name,birth_date,age,gender,country_of_citizenship,country_of_residence,city_of_residence,business_category,business_industries,organization_name,position_in_organization,self_made,wealth_status
2024,4,1330,2.5 B,Hoffman,Reid,Reid Hoffman,1967-08-05,56,Male,United States,United States,Palo Alto,Technology,['Technology'],Greylock,Partner,True,Increased
2024,4,1330,2.5 B,Hu,Kaijun,Hu Kaijun,1962-01-01,62,Male,China,China,Beijing,Healthcare,['Healthcare'],,,True,Decreased
2024,4,1330,2.5 B,Jay-Z,,Jay-Z,1969-12-04,54,Male,United States,United States,New York,Media & Entertainment,['Media & Entertainment'],,,True,Remained Even
2024,4,1330,2.5 B,Kei,Hoi Pang,Kei Hoi Pang,1966-01-01,58,Male,China,Hong Kong,Hong Kong,Real Estate,['Real Estate'],,,True,Decreased
2024,4,1330,2.5 B,Kwek,Leng Kee,Kwek Leng Kee,1955-01-01,69,Male,Singapore,Singapore,Singapore,Diversified,['Diversified'],,,False,Increased
2024,4,1330,2.5 B,Langley,Anthony,Anthony Langley,1954-12-02,69,Male,United Kingdom,United Kingdom,Nottinghamshire,Diversified,['Diversified'],,,True,Increased
2024,4,1330,2.5 B,Lutsenko,Alexander,Alexander Lutsenko & family,1962-04-04,61,Male,Russia,,Kaliningrad,Food & Beverage,['Food & Beverage'],,,True,Returned to List
2024,4,1330,2.5 B,Mandel,Stephen,"Stephen Mandel, Jr.",1956-03-12,68,Male,United States,United States,Greenwich,Finance & Investments,['Finance & Investments'],Lone Pine Capital,Founder,True,Decreased
2024,4,1330,2.5 B,Nikolajevic ,Natacha ,Natacha Nikolajevic,1967-02-14,57,Female,France,France,Paris,Diversified,['Diversified'],,,False,
2024,4,1330,2.5 B,Novogratz,Michael,Michael Novogratz,1964-11-26,59,Male,United States,United States,New York,Finance & Investments,['Finance & Investments'],,,True,Returned to List
2024,4,1330,2.5 B,Or,Wai Sheun,Or Wai Sheun,1951-06-01,72,Male,Hong Kong,Hong Kong,Hong Kong,Real Estate,['Real Estate'],,,True,Decreased
2024,4,1330,2.5 B,Rebrab,Issad,Issad Rebrab & family,1944-01-01,80,Male,Algeria,Algeria,Algiers,Food & Beverage,['Food & Beverage'],,,True,Decreased
2024,4,1330,2.5 B,Sands,Richard,Richard Sands,1951-03-03,73,Male,United States,United States,Delray Beach,Food & Beverage,['Food & Beverage'],,,False,Increased
2024,4,1330,2.5 B,Schwartz,Alice,Alice Schwartz,1926-07-02,97,Female,United States,United States,El Cerrito,Healthcare,['Healthcare'],,,True,Increased
2024,4,1330,2.5 B,Shleifer,Scott,Scott Shleifer,1977-06-14,46,Male,United States,United States,New York,Finance & Investments,['Finance & Investments'],Tiger Global Management,Investor,True,Decreased
2024,4,1330,2.5 B,Song,Zuowen,Song Zuowen,1947-03-19,77,Male,China,China,Longkou,Diversified,['Diversified'],,,True,Decreased
2024,4,1330,2.5 B,Svetakov,Alexander,Alexander Svetakov,1968-02-15,56,Male,Russia,Russia,Moscow,Finance & Investments,['Finance & Investments'],,,True,Increased
2024,4,1330,2.5 B,Sy,Henry,"Henry Sy, Jr.",1954-01-01,70,Male,Philippines,Philippines,Manila,Diversified,['Diversified'],,,False,Remained Even
2024,4,1330,2.5 B,Sy,Herbert,Herbert Sy,1956-10-01,67,Male,Philippines,Philippines,Manila,Diversified,['Diversified'],,,False,Increased
2024,4,1330,2.5 B,Tan,Lucio,Lucio Tan,1934-07-17,89,Male,Philippines,Philippines,Manila,Diversified,['Diversified'],,,True,Increased
2024,4,1330,2.5 B,Tanenbaum,Larry,Larry Tanenbaum,1945-07-01,78,Male,Canada,Canada,Toronto,Sports,['Sports'],,,True,Increased
2024,4,1330,2.5 B,Tham,Lottie,Lottie Tham & family,1949-04-18,74,Female,Sweden,Sweden,Stockholm,Fashion & Retail,['Fashion & Retail'],,,False,Increased
2024,4,1330,2.5 B,Tsai,T.Y.,T.Y. Tsai,1953-01-01,71,Male,Taiwan,Taiwan,Taipei,Finance & Investments,['Finance & Investments'],,,False,Increased
2024,4,1330,2.5 B,Turner,Ted,Ted Turner,1938-11-19,85,Male,United States,United States,Atlanta,Media & Entertainment,['Media & Entertainment'],,,False,Increased
2024,4,1330,2.5 B,Tyson,John,John Tyson & family,1953-09-05,70,Male,United States,United States,Springdale,Food & Beverage,['Food & Beverage'],,,False,Decreased
2024,4,1330,2.5 B,Vembu,Sekar,Sekar Vembu,1972-01-01,52,Male,India,India,Chennai,Technology,['Technology'],,,True,Increased
2024,4,1330,2.5 B,Viessmann,Martin,Martin Viessmann,1953-10-10,70,Male,Germany,Germany,Allendorf,Manufacturing,['Manufacturing'],,,False,Increased
2024,4,1330,2.5 B,Wang,Roger,Roger Wang,1949-01-01,75,Male,United States,China,Nanjing,Fashion & Retail,['Fashion & Retail'],,,True,Remained Even
2024,4,1330,2.5 B,Xie,Liangzhi,Xie Liangzhi & family,1966-01-01,58,Male,China,China,Beijing,Healthcare,['Healthcare'],,,True,Decreased
2024,4,1330,2.5 B,Ye,Gang,Gang Ye,1980-06-01,43,Male,Singapore,Singapore,Singapore,Media & Entertainment,['Media & Entertainment'],,,True,Decreased
2024,4,1330,2.5 B,Yu,Michael Minhong,Michael Minhong Yu,1962-01-01,62,Male,China,China,Beijing,Service,['Service'],,,True,Increased
2024,4,1380,2.4 B,Abraham,S. Daniel,S. Daniel Abraham,1924-08-15,99,Male,United States,United States,Palm Beach,Food & Beverage,['Food & Beverage'],S. Daniel Abraham Center for Middle East Peace,Chairman,True,Decreased
2024,4,1380,2.4 B,Cai,Dongchen,Cai Dongchen,1953-02-01,71,Male,China,China,Luancheng,Healthcare,['Healthcare'],,,True,Decreased
2024,4,1380,2.4 B,Case,Steve,Steve Case,1958-08-21,65,Male,United States,United States,McLean,Technology,['Technology'],,,True,Increased
2024,4,1380,2.4 B,Chen,Tei-fu,Chen Tei-fu,1948-04-19,75,Male,Taiwan,United States,Los Angeles,Fashion & Retail,['Fashion & Retail'],,,True,Remained Even
2024,4,1380,2.4 B,Coppel Luken,Enrique,Enrique Coppel Luken,1947-12-14,76,Male,Mexico,Mexico,Culiacan,Fashion & Retail,['Fashion & Retail'],,,False,
2024,4,1380,2.4 B,Crane,Jim,Jim Crane,1954-01-17,70,Male,United States,United States,Houston,Sports,['Sports'],,,True,Increased
2024,4,1380,2.4 B,Davis,Henry,Henry Davis,1951-02-16,73,Male,United States,United States,Omaha,Food & Beverage,['Food & Beverage'],,,False,Decreased
2024,4,1380,2.4 B,Dong,Jinggui,Dong Jinggui,,54,Male,China,China,Wuxi,Automotive,['Automotive'],,,True,Decreased
2024,4,1380,2.4 B,Ecclestone,Bernard,Bernard Ecclestone & family,1930-10-28,93,Male,United Kingdom,United Kingdom,London,Sports,['Sports'],,,True,Decreased
2024,4,1380,2.4 B,Feuillet,Francois,Francois Feuillet & family,1949-01-01,75,Male,France,France,Paris,Automotive,['Automotive'],,,False,Increased
2024,4,1380,2.4 B,Fong,David,David Fong,1957-05-29,66,Male,Hong Kong,Hong Kong,Hong Kong,Real Estate,['Real Estate'],,,False,Increased
2024,4,1380,2.4 B,"Garcia, III",Ernest,"Ernest Garcia, III",1982-05-01,41,Male,United States,United States,Phoenix,Automotive,['Automotive'],Carvana,Founder and Chief Executive Officer,False,Returned to List
2024,4,1380,2.4 B,Geminder,Fiona,Fiona Geminder,1964-12-01,59,Female,Australia,Australia,Melbourne,Manufacturing,['Manufacturing'],,,False,Decreased
2024,4,1380,2.4 B,Gillings,Dennis,Dennis Gillings,1944-04-25,79,Male,United Kingdom,United States,Durham,Healthcare,['Healthcare'],,,True,Increased
2024,4,1380,2.4 B,Goi,Sam,Sam Goi,1946-12-28,77,Male,Singapore,Singapore,Singapore,Food & Beverage,['Food & Beverage'],,,True,Decreased
2024,4,1380,2.4 B,Gupta,Surjit Kumar,Surjit Kumar Gupta,1942-01-13,82,Male,India,India,Delhi,Manufacturing,['Manufacturing'],,,False,Increased
2024,4,1380,2.4 B,Gussalli Beretta,Ugo,Ugo Gussalli Beretta & family,1937-11-21,86,Male,Italy,Italy,Brescia,Manufacturing,['Manufacturing'],,,False,
2024,4,1380,2.4 B,Harlap,Shmuel,Shmuel Harlap,1944-11-13,79,Male,Israel,Israel,Tel Aviv,Automotive,['Automotive'],,,False,Increased
2024,4,1380,2.4 B,Jensen & Family,Bent,Bent Jensen & Family,1951-12-15,72,Male,Denmark,Denmark,Nordborg,Manufacturing,['Manufacturing'],,,False,Returned to List
2024,4,1380,2.4 B,Karsh,Bruce,Bruce Karsh,1955-10-10,68,Male,United States,United States,Los Angeles,Finance & Investments,['Finance & Investments'],Oaktree Capital Group LLC,President,True,Increased
2024,4,1380,2.4 B,Kramer,Shlomo,Shlomo Kramer,1966-03-14,58,Male,Israel,Israel,Tel Aviv,Technology,['Technology'],,,True,Increased
2024,4,1380,2.4 B,Kwok,Geoffrey,Geoffrey Kwok,1985-05-01,38,Male,Hong Kong,Hong Kong,Hong Kong,Real Estate,['Real Estate'],,,False,Decreased
2024,4,1380,2.4 B,Kwok,Jonathan,Jonathan Kwok,1992-03-01,32,Male,Hong Kong,Hong Kong,Hong Kong,Real Estate,['Real Estate'],,,False,Decreased
2024,4,1380,2.4 B,Lam,Kong,Lam Kong,1964-06-15,59,Male,China,Hong Kong,Hong Kong,Healthcare,['Healthcare'],,,True,Increased
2024,4,1380,2.4 B,Leong,Angela,Angela Leong,1961-03-23,63,Female,Hong Kong,Hong Kong,Hong Kong,Real Estate,['Real Estate'],,,False,Decreased
2024,4,1380,2.4 B,Lew,Solomon,Solomon Lew,1945-03-22,79,Male,Australia,Australia,Melbourne,Fashion & Retail,['Fashion & Retail'],,,True,Increased
2024,4,1380,2.4 B,Liang,Xinjun,Liang Xinjun,1968-10-01,55,Male,Singapore,Singapore,Singapore,Finance & Investments,['Finance & Investments'],,,True,Increased
2024,4,1380,2.4 B,Liautaud,Jimmy John,Jimmy John Liautaud,1964-01-12,60,Male,United States,United States,Key Largo,Food & Beverage,['Food & Beverage'],,,True,Increased
2024,4,1380,2.4 B,Mariwala,Kishore,Kishore Mariwala,1935-02-14,89,Male,India,India,Mumbai,Food & Beverage,['Food & Beverage'],,,False,Increased
2024,4,1380,2.4 B,Martinson,Katarina,Katarina Martinson,1981-05-04,42,Female,Sweden,Sweden,Stockholm,Diversified,['Diversified'],,,False,Increased
2024,4,1380,2.4 B,Mazepin,Dmitry,Dmitry Mazepin,1968-04-18,55,Male,Russia,Russia,Moscow,Manufacturing,['Manufacturing'],,,True,Decreased
2024,4,1380,2.4 B,Nuwal,Kailashchandra,Kailashchandra Nuwal,1957-07-06,66,Male,India,India,Nagpur,Manufacturing,['Manufacturing'],,,False,Increased
2024,4,1380,2.4 B,Parekh,Ajay,Ajay Parekh,1957-06-23,66,Male,India,India,Mumbai,Manufacturing,['Manufacturing'],,,False,Increased
2024,4,1380,2.4 B,Parekh,Narendrakumar,Narendrakumar Parekh,1938-04-17,85,Male,India,India,Mumbai,Manufacturing,['Manufacturing'],,,False,Increased
2024,4,1380,2.4 B,Pohl,Andreas,Andreas Pohl,1964-07-28,59,Male,Germany,Germany,Marburg,Finance & Investments,['Finance & Investments'],,,False,Increased
2024,4,1380,2.4 B,Rocher,Bris,Bris Rocher,1978-10-12,45,Male,France,France,Rennes,Fashion & Retail,['Fashion & Retail'],,,False,
2024,4,1380,2.4 B,Rocher,Daniel,Daniel Rocher,1954-03-07,70,Male,France,France,Rennes,Fashion & Retail,['Fashion & Retail'],,,False,
2024,4,1380,2.4 B,Rubin,Stephen,Stephen Rubin,1937-03-12,87,Male,United Kingdom,United Kingdom,London,Fashion & Retail,['Fashion & Retail'],,,False,Decreased
2024,4,1380,2.4 B,Ruia,Atul,Atul Ruia,1971-02-26,53,Male,India,India,Mumbai,Real Estate,['Real Estate'],,,False,Increased
2024,4,1380,2.4 B,Sahenk,Ferit Faik,Ferit Faik Sahenk,1964-03-18,60,Male,Turkey,Turkey,Istanbul,Diversified,['Diversified'],,,False,Decreased
2024,4,1380,2.4 B,Sarowitz,Steven,Steven Sarowitz,1965-11-07,58,Male,United States,United States,Highland Park,Technology,['Technology'],,,True,Decreased
2024,4,1380,2.4 B,Shaimiev,Airat,Airat Shaimiev,1962-03-07,62,Male,Russia,Russia,Kazan,Energy,['Energy'],,,True,Increased
2024,4,1380,2.4 B,Singh,Basudeo,Basudeo Singh,1940-11-20,83,Male,India,India,Mumbai,Healthcare,['Healthcare'],,,True,Increased
2024,4,1380,2.4 B,Stone,William,William Stone,1955-04-09,68,Male,United States,United States,East Lyme,Technology,['Technology'],,,True,Increased
2024,4,1380,2.4 B,Stroeher,Sylvia,Sylvia Stroeher,1955-05-30,68,Female,Germany,Germany,Darmstadt,Fashion & Retail,['Fashion & Retail'],,,False,Increased
2024,4,1380,2.4 B,Sun,Shoukuan,Sun Shoukuan,1949-10-01,74,Male,China,China,Yingkou,Manufacturing,['Manufacturing'],,,True,Decreased
2024,4,1380,2.4 B,Sy,Harley,Harley Sy,1959-06-01,64,Male,Philippines,Philippines,Manila,Diversified,['Diversified'],,,False,Increased
2024,4,1380,2.4 B,Tavrin,Ivan,Ivan Tavrin,1976-11-01,47,Male,Russia,Russia,Moscow,Finance & Investments,['Finance & Investments'],,,True,
2024,4,1380,2.4 B,Wang,Wenjing,Wang Wenjing,1964-12-05,59,Male,China,China,Beijing,Technology,['Technology'],,,True,Decreased
2024,4,1380,2.4 B,Wang,Xicheng,Wang Xicheng & family,1948-11-01,75,Male,China,China,Zhaoyuan,Manufacturing,['Manufacturing'],,,True,Increased
2024,4,1380,2.4 B,Wang,Yanqing,Wang Yanqing & family,1966-04-07,57,Male,China,China,Wuxi,Manufacturing,['Manufacturing'],,,True,Decreased
2024,4,1380,2.4 B,Wertheim,David,David Wertheim,1958-01-01,66,Male,Israel,Israel,,Food & Beverage,['Food & Beverage'],,,False,Increased
2024,4,1380,2.4 B,Yang,Weidong,Yang Weidong & family,1968-09-09,55,Male,China,China,Jiaxing,Manufacturing,['Manufacturing'],,,True,Remained Even
2024,4,1380,2.4 B,Ye,Chenghai,Ye Chenghai & family,1943-08-15,80,Male,Hong Kong,Hong Kong,Hong Kong,Healthcare,['Healthcare'],,,True,Decreased
2024,4,1380,2.4 B,Yu,Zhuyun,Yu Zhuyun,1973-12-01,50,Male,China,Hong Kong,,Construction & Engineering,['Construction & Engineering'],,,True,
2024,4,1380,2.4 B,Zhang,Bangxin,Zhang Bangxin,1980-01-01,44,Male,China,China,Beijing,Service,['Service'],,,True,Increased
2024,4,1380,2.4 B,Zhu,Gongshan,Zhu Gongshan & family,1958-01-01,66,Male,China,China,Shanghai,Manufacturing,['Manufacturing'],,,True,Decreased
2024,4,1380,2.4 B,Zou,Zhinong,Zou Zhinong & family,1968-04-01,56,Male,China,China,Suzhou,Manufacturing,['Manufacturing'],,,True,
2024,4,1438,2.3 B,Abess,Leonard,Leonard Abess,1948-07-23,75,Male,United States,United States,Miami,Finance & Investments,['Finance & Investments'],,,False,
2024,4,1438,2.3 B,Arora,Prem Kumar,Prem Kumar Arora,1938-09-11,85,Male,India,India,Delhi,Healthcare,['Healthcare'],,,False,Increased
2024,4,1438,2.3 B,Baudis,Pavel,Pavel Baudis,1960-05-15,63,Male,Czech Republic,Czech Republic,Prague,Technology,['Technology'],,,True,Increased
2024,4,1438,2.3 B,Bauer,Yvonne,Yvonne Bauer,1977-03-29,47,Female,Germany,Germany,Hamburg,Media & Entertainment,['Media & Entertainment'],,,False,Decreased
2024,4,1438,2.3 B,Chandramogan,R.G.,R.G. Chandramogan,1949-03-01,75,Male,India,India,Chennai,Food & Beverage,['Food & Beverage'],,,True,Increased
2024,4,1438,2.3 B,Chao,Teng-hsiung,Chao Teng-hsiung,1944-10-04,79,Male,Taiwan,Taiwan,Taipei,Real Estate,['Real Estate'],,,True,Remained Even
2024,4,1438,2.3 B,Cheng,Bruce,Bruce Cheng,1936-11-03,87,Male,Taiwan,Taiwan,Taipei,Technology,['Technology'],,,True,Increased
2024,4,1438,2.3 B,Cheng,Yixiao,Cheng Yixiao,1984-01-01,40,Male,China,China,Beijing,Media & Entertainment,['Media & Entertainment'],,,True,Decreased
2024,4,1438,2.3 B,Davis,Mark,Mark Davis,1955-05-18,68,Male,United States,United States,Henderson,Sports,['Sports'],,,False,Increased
2024,4,1438,2.3 B,Deshpande,Anand,Anand Deshpande,1962-05-01,61,Male,India,India,Pune,Technology,['Technology'],,,True,Increased
2024,4,1438,2.3 B,Durban,Egon,Egon Durban,1973-08-23,50,Male,United States,United States,Atherton,Finance & Investments,['Finance & Investments'],,,True,Increased
2024,4,1438,2.3 B,Ell,Bob,Bob Ell,1944-12-22,79,Male,Australia,Australia,Surfers Paradise,Real Estate,['Real Estate'],,,True,Increased
2024,4,1438,2.3 B,Fish,John,John Fish,1960-03-09,64,Male,United States,United States,Boston,Construction & Engineering,['Construction & Engineering'],,,True,
2024,4,1438,2.3 B,Gerling,Rolf,Rolf Gerling,1954-12-15,69,Male,Germany,Switzerland,Zurich,Finance & Investments,['Finance & Investments'],,,False,Increased
2024,4,1438,2.3 B,Ghaffarian,Kamal,Kamal Ghaffarian,1958-04-28,65,Male,United States,United States,Naples,Energy,['Energy'],,,True,Increased
2024,4,1438,2.3 B,Gottesman,Noam,Noam Gottesman,1961-05-24,62,Male,United States,United States,New York,Finance & Investments,['Finance & Investments'],TOMS Capital,Chief Executive Officer,True,Increased
2024,4,1438,2.3 B,Hagen,Stein Erik,Stein Erik Hagen,1956-07-22,67,Male,Norway,Norway,Oslo,Fashion & Retail,['Fashion & Retail'],,,True,Increased
2024,4,1438,2.3 B,Hagen Kjos,Caroline,Caroline Hagen Kjos,1984-01-01,40,Female,Norway,Switzerland,Wollerau,Diversified,['Diversified'],,,False,Increased
2024,4,1438,2.3 B,Hang,Luciano,Luciano Hang,1962-10-11,61,Male,Brazil,Brazil,Brusque,Fashion & Retail,['Fashion & Retail'],,,True,Decreased
2024,4,1438,2.3 B,Hanrahan,Patrick,Patrick Hanrahan,1955-05-08,68,Male,United States,United States,Portola Valley,Technology,['Technology'],,,True,Increased
2024,4,1438,2.3 B,Hao,Kenneth,Kenneth Hao,1968-09-11,55,Male,United States,United States,Hillsborough,Finance & Investments,['Finance & Investments'],,,True,Increased
2024,4,1438,2.3 B,Hsu,Douglas,Douglas Hsu,1942-08-24,81,Male,Taiwan,Taiwan,Taipei,Diversified,['Diversified'],,,False,Increased
2024,4,1438,2.3 B,Hu,Rongda,Hu Rongda & family,1959-01-01,65,Male,China,China,Jinhua,Manufacturing,['Manufacturing'],,,True,Increased
2024,4,1438,2.3 B,Lauder,William,William Lauder,1960-04-11,63,Male,United States,United States,New York,Fashion & Retail,['Fashion & Retail'],,,False,Decreased
2024,4,1438,2.3 B,Lee,Yeow Seng,Lee Yeow Seng,1978-01-01,46,Male,Malaysia,Malaysia,Putrajaya,Real Estate,['Real Estate'],,,False,Increased
2024,4,1438,2.3 B,Lim,Kok Thay,Lim Kok Thay,1951-08-16,72,Male,Malaysia,Malaysia,Kuala Lumpur,Gambling & Casinos,['Gambling & Casinos'],,,False,Remained Even
2024,4,1438,2.3 B,Lindh,Louise,Louise Lindh,1979-10-20,44,Female,Sweden,Sweden,Stockholm,Diversified,['Diversified'],,,False,Increased
2024,4,1438,2.3 B,Lubetzky,Daniel,Daniel Lubetzky,1968-09-28,55,Male,United States,United States,New York,Food & Beverage,['Food & Beverage'],,,True,Increased
2024,4,1438,2.3 B,Luckey,Palmer,Palmer Luckey,1992-09-19,31,Male,United States,United States,Newport Beach,Technology,['Technology'],Oculus VR,Entrepreneur,True,Increased
2024,4,1438,2.3 B,Martinos,Constantinos,Constantinos Martinos & family,1953-01-28,71,Male,Greece,Greece,Athens,Logistics,['Logistics'],,,True,
2024,4,1438,2.3 B,Mateus,Ilson,Ilson Mateus & family,1963-02-06,61,Male,Brazil,Brazil,Sao Luis,Fashion & Retail,['Fashion & Retail'],,,True,Increased
2024,4,1438,2.3 B,Mi,Enhua,Mi Enhua,1958-04-01,66,Male,China,China,Urumqi,Fashion & Retail,['Fashion & Retail'],,,True,Remained Even
2024,4,1438,2.3 B,Mondre,Greg,Greg Mondre,1974-05-20,49,Male,United States,United States,New York,Finance & Investments,['Finance & Investments'],,,True,Increased
2024,4,1438,2.3 B,Nahmad,David,David Nahmad,1947-04-14,76,Male,Monaco,United States,New York,Fashion & Retail,['Fashion & Retail'],,,True,Remained Even
2024,4,1438,2.3 B,Neumann,Adam,Adam Neumann,1979-04-01,45,Male,Israel,United States,Miami,Real Estate,['Real Estate'],,,True,Increased
2024,4,1438,2.3 B,Oetker,Alfred,Alfred Oetker,1967-01-01,57,Male,Germany,Germany,Bielefeld,Fashion & Retail,['Fashion & Retail'],,,False,Decreased
2024,4,1438,2.3 B,Oetker,Carl Ferdinand,Carl Ferdinand Oetker,1972-10-03,51,Male,Germany,Germany,Bielefeld,Fashion & Retail,['Fashion & Retail'],,,False,Decreased
2024,4,1438,2.3 B,Oetker,Julia,Julia Oetker,1979-01-26,45,Female,Germany,Germany,Bielefeld,Fashion & Retail,['Fashion & Retail'],,,False,Decreased
2024,4,1438,2.3 B,Peterson,Tor,Tor Peterson,1964-08-07,59,Male,United States,Switzerland,Zug,Metals & Mining,['Metals & Mining'],,,True,Decreased
2024,4,1438,2.3 B,Pinheiro Koren de Lima,Candido,Candido Pinheiro Koren de Lima & family,1947-01-01,77,Male,Brazil,Brazil,Fortaleza,Healthcare,['Healthcare'],,,True,Returned to List
2024,4,1438,2.3 B,Pohl,Reinfried,"Reinfried Pohl, Jr.",1959-11-02,64,Male,Germany,Germany,Marburg,Finance & Investments,['Finance & Investments'],,,False,Increased
2024,4,1438,2.3 B,Rameshwar Rao,Jupally,Jupally Rameshwar Rao,1955-09-16,68,Male,India,India,Hyderabad,Real Estate,['Real Estate'],,,True,Increased
2024,4,1438,2.3 B,Reddy,P.P.,P.P. Reddy,1957-08-30,66,Male,India,India,Hyderabad,Construction & Engineering,['Construction & Engineering'],,,True,Increased
2024,4,1438,2.3 B,Rokos,Christopher,Christopher Rokos,1970-09-21,53,Male,United Kingdom,United Kingdom,London,Finance & Investments,['Finance & Investments'],Rokos Capital Management,CEO & Founder ,True,Increased
2024,4,1438,2.3 B,Schick,Karin,Karin Schick,1970-07-14,53,Female,Germany,Germany,Gaildorf,Technology,['Technology'],,,False,Increased
2024,4,1438,2.3 B,Soloviev,Stefan,Stefan Soloviev,1975-05-21,48,Male,United States,United States,Delray Beach,Real Estate,['Real Estate'],,,False,Remained Even
2024,4,1438,2.3 B,Sy-Coson,Teresita,Teresita Sy-Coson,1950-10-01,73,Female,Philippines,Philippines,Manila,Diversified,['Diversified'],,,False,Increased
2024,4,1438,2.3 B,Thompson,Jim,Jim Thompson,1940-01-14,84,Male,United Kingdom,Hong Kong,Hong Kong,Logistics,['Logistics'],,,True,Increased
2024,4,1438,2.3 B,Tiku,Arvind,Arvind Tiku,1970-02-22,54,Male,India,Singapore,Singapore,Energy,['Energy'],,,True,Decreased
2024,4,1438,2.3 B,Trump,Donald,Donald Trump,1946-06-14,77,Male,United States,United States,Palm Beach,Real Estate,['Real Estate'],,,False,Decreased
2024,4,1438,2.3 B,Ulukaya,Hamdi,Hamdi Ulukaya,1972-10-26,51,Male,Turkey,United States,Norwich,Food & Beverage,['Food & Beverage'],Chobani,Founder and CEO,True,Increased
2024,4,1438,2.3 B,Walentas,David,David Walentas,1938-08-07,85,Male,United States,United States,New York,Real Estate,['Real Estate'],,,True,Decreased
2024,4,1438,2.3 B,Wang,Junshi,Wang Junshi & family,1949-01-01,75,Male,China,China,Ningbo,Manufacturing,['Manufacturing'],,,True,Decreased
2024,4,1438,2.3 B,Xue,Hua,Xue Hua,,54,Male,China,China,Guangzhou,Manufacturing,['Manufacturing'],,,True,Decreased
2024,4,1438,2.3 B,Yeung,Kin-man,Yeung Kin-man,1964-04-01,60,Male,Hong Kong,Hong Kong,Hong Kong,Manufacturing,['Manufacturing'],,,True,Increased
2024,4,1438,2.3 B,Yoo,Jung-hyun,Yoo Jung-hyun,1969-04-16,54,Female,South Korea,South Korea,Jeju,Media & Entertainment,['Media & Entertainment'],,,True,Decreased
2024,4,1438,2.3 B,Zalupski,Patrick,Patrick Zalupski,1980-11-29,43,Male,United States,United States,Jacksonville,Real Estate,['Real Estate'],,,True,Returned to List
2024,4,1438,2.3 B,Zucker,Anita,Anita Zucker,1952-01-19,72,Female,United States,United States,Charleston,Manufacturing,['Manufacturing'],,,False,Increased
2024,4,1496,2.2 B,Adams,Cameron,Cameron Adams,1979-12-26,44,Male,Australia,Australia,Sydney,Technology,['Technology'],,,True,Increased
2024,4,1496,2.2 B,Anttonen,Mika,Mika Anttonen,1966-12-18,57,Male,Finland,Finland,Helsinki,Energy,['Energy'],,,True,Increased
2024,4,1496,2.2 B,Bass,Lee,Lee Bass,1956-05-24,67,Male,United States,United States,Fort Worth,Energy,['Energy'],,,False,Decreased
2024,4,1496,2.2 B,Benchimol,Guilherme,Guilherme Benchimol,1976-07-07,47,Male,Brazil,Brazil,Rio de Janeiro,Finance & Investments,['Finance & Investments'],,Investor,True,Returned to List
2024,4,1496,2.2 B,Blundy,Brett,Brett Blundy,1960-01-17,64,Male,Australia,Bahamas,Paradise Island,Fashion & Retail,['Fashion & Retail'],,,True,Remained Even
2024,4,1496,2.2 B,Boyd,William,William Boyd & family,1931-11-04,92,Male,United States,United States,Las Vegas,Gambling & Casinos,['Gambling & Casinos'],,,True,Increased
2024,4,1496,2.2 B,Boyle,Timothy,Timothy Boyle,1949-09-07,74,Male,United States,United States,Portland,Fashion & Retail,['Fashion & Retail'],,,True,Decreased
2024,4,1496,2.2 B,Bozano,Julio,Julio Bozano,1936-02-01,88,Male,Brazil,Brazil,Rio de Janeiro,Finance & Investments,['Finance & Investments'],,,True,Increased
2024,4,1496,2.2 B,Burman,Anand,Anand Burman,1952-05-05,71,Male,India,India,Delhi,Food & Beverage,['Food & Beverage'],,,False,Increased
2024,4,1496,2.2 B,Del Pino,D. Leopoldo,D. Leopoldo Del Pino,1962-07-30,61,Male,Spain,Spain,Madrid,Construction & Engineering,['Construction & Engineering'],,,False,Increased
2024,4,1496,2.2 B,Desmond,Dermot,Dermot Desmond,1950-07-01,73,Male,Ireland,Ireland,Dublin,Finance & Investments,['Finance & Investments'],,,True,Remained Even
2024,4,1496,2.2 B,Dunn,Timothy,Timothy Dunn & family,1955-12-18,68,Male,United States,United States,Midland,Energy,['Energy'],,,True,Increased
2024,4,1496,2.2 B,Fissolo,Maria Franca,Maria Franca Fissolo,1935-01-01,89,Female,Italy,Monaco,Monaco,Food & Beverage,['Food & Beverage'],,,False,Increased
2024,4,1496,2.2 B,Ford,Tom,Tom Ford,1961-08-27,62,Male,United States,United States,Los Angeles,Fashion & Retail,['Fashion & Retail'],,,True,Remained Even
2024,4,1496,2.2 B,Foroughi,Adam,Adam Foroughi,1980-05-07,43,Male,United States,United States,Truckee,Media & Entertainment,['Media & Entertainment'],,,True,Returned to List
2024,4,1496,2.2 B,Frias,Luiz,Luiz Frias,1963-04-06,60,Male,Brazil,Brazil,Sao Paulo,Media & Entertainment,['Media & Entertainment'],,"Entrepreneur, Journalist",False,Returned to List
2024,4,1496,2.2 B,Golub,Lawrence,Lawrence Golub,1959-10-03,64,Male,United States,United States,New York,Finance & Investments,['Finance & Investments'],,Investor,True,Increased
2024,4,1496,2.2 B,Gores,Alec,Alec Gores,1953-03-18,71,Male,United States,United States,Beverly Hills,Finance & Investments,['Finance & Investments'],,,True,Decreased
2024,4,1496,2.2 B,Kamenshchik,Dmitry,Dmitry Kamenshchik,1968-04-26,55,Male,Russia,Russia,Moscow,Service,['Service'],,,True,Decreased
